Trade ID,Order ID,Client ID,ISIN,Symbol,Trade Type,Quantity,Price,Trade Value,Currency,Trade Date,Settlement Date,Settlement Status,Counterparty,Trading Venue,Trader Name,KYC Status,Reference Data Validated,Commission,Taxes,Total Cost,Confirmation Status,Country of Trade,Ops Team Notes,Pricing Source,Market Impact Cost,FX Rate Applied,Net Amount,Collateral Required,Margin Type,Margin Status
TID00188,OID00188,CID9332,US383601522,AMZN,Buy,823,750.2,617414.6,GBP,3/30/2024,4/1/2024,Failed,Citibank,NYSE,Trader D,Pending,No,617.41,1234.83,619266.84,Confirmed,UK,Escalated,Bloomberg,0.66,1.0152,614859.82,30870.73,Initial,Failed
TID00189,OID00189,CID5744,US766912338,TSLA,Sell,335,1005.52,336849.2,GBP,2/2/2024,2/4/2024,Pending,Citibank,BATS,Trader C,Completed,Yes,336.85,673.7,337859.75,Settled,UK,Escalated,ICE,0.24,1.0735,341194.52,16842.46,Initial,Pending
TID00190,OID00190,CID9155,US718612067,NVDA,Buy,393,679.49,267039.57,EUR,2/22/2024,2/24/2024,Settled,Morgan Stanley,BATS,Trader C,Completed,No,267.04,534.08,267840.69,Pending,DE,Clean,Reuters,2.84,1.1454,263540.13,13351.98,Initial,Failed
TID00191,OID00191,CID2487,US235374676,NFLX,Buy,342,121.81,41659.02,GBP,3/22/2024,3/24/2024,Confirmed,Citibank,NASDAQ,Trader B,Failed,No,41.66,83.32,41784,Pending,US,Escalated,ICE,1.23,1.1355,42360.16,2082.95,Variation,Failed
TID00192,OID00192,CID7150,US710788171,META,Sell,635,492.5,312737.5,GBP,2/25/2024,2/27/2024,Settled,JPMorgan,NYSE,Trader C,Pending,No,312.74,625.48,313675.71,Settled,DE,Reviewed,ICE,4.67,0.9291,307838.12,15636.88,Initial,Satisfied
TID00193,OID00193,CID6795,US575677747,MSFT,Buy,311,1049.24,326313.64,USD,3/12/2024,3/14/2024,Settled,Citibank,NYSE,Trader D,Pending,Yes,326.31,652.63,327292.58,Failed,US,Manual Check,Reuters,2.9,0.813,323097.12,16315.68,Initial,Pending
TID00194,OID00194,CID4016,US929086540,META,Buy,136,1140.11,155054.96,GBP,1/9/2024,1/11/2024,Settled,Citibank,IEX,Trader A,Pending,Yes,155.05,310.11,155520.12,Failed,UK,Clean,Bloomberg,1.19,0.9715,152367.67,7752.75,Initial,Pending
TID00195,OID00195,CID1218,US991344502,TSLA,Sell,490,1445.2,708148,EUR,1/19/2024,1/21/2024,Settled,Citibank,NYSE,Trader D,Completed,Yes,708.15,1416.3,710272.44,Pending,DE,Escalated,Bloomberg,0.99,0.8812,701243.16,35407.4,Variation,Satisfied
TID00196,OID00196,CID6949,US912788835,AAPL,Buy,221,253.05,55924.05,USD,4/28/2024,4/30/2024,Confirmed,Citibank,IEX,Trader B,Failed,No,55.92,111.85,56091.82,Pending,DE,Reviewed,Reuters,3.77,0.9097,55457.43,2796.2,Variation,Failed
TID00197,OID00197,CID7583,US109512467,NVDA,Buy,441,570.1,251414.1,GBP,4/25/2024,4/27/2024,Confirmed,JPMorgan,NASDAQ,Trader A,Completed,Yes,251.41,502.83,252168.34,Failed,DE,Manual Check,Reuters,2.98,0.9951,248334.13,12570.71,Variation,Satisfied
TID00198,OID00198,CID4194,US538611928,AAPL,Buy,287,359.38,103142.06,EUR,4/25/2024,4/27/2024,Pending,Goldman Sachs,BATS,Trader C,Completed,Yes,103.14,206.28,103451.49,Confirmed,DE,Manual Check,Bloomberg,1.67,1.0879,103470.78,5157.1,Initial,Failed
TID00199,OID00199,CID7821,US288964237,ADBE,Sell,971,1109.04,1076877.84,GBP,3/5/2024,3/7/2024,Settled,Citibank,NASDAQ,Trader C,Failed,Yes,1076.88,2153.76,1080108.47,Failed,DE,Manual Check,Bloomberg,3.33,1.1702,1094798.8,53843.89,Variation,Failed
TID00200,OID00200,CID9785,US465065481,NFLX,Sell,789,1245.84,982967.76,USD,4/6/2024,4/8/2024,Settled,Citibank,NYSE,Trader C,Failed,No,982.97,1965.94,985916.66,Failed,US,Manual Check,Bloomberg,1.79,0.9602,970855.66,49148.39,Variation,Satisfied
